,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
14,frozenset({'250 T/P                       '}),frozenset({'SAINT HONORE                  '}),0.002290625473269726,0.006256625776162351,0.00048746781765864,0.21280991735537189,34.013528212950575,0.00047313623127904656,1.2623931578066598
15,frozenset({'SAINT HONORE                  '}),frozenset({'250 T/P                       '}),0.006256625776162351,0.002290625473269726,0.00048746781765864,0.07791225416036308,34.013528212950575,0.00047313623127904656,1.0820113151143047
16,frozenset({'375 T/P                       '}),frozenset({'Potato                        '}),0.013568643041041951,0.01080474784189005,0.0002555656519763744,0.018835019183815836,1.743216913475055,0.00010895988536129992,1.00818442514657
17,frozenset({'Potato                        '}),frozenset({'375 T/P                       '}),0.01080474784189005,0.013568643041041951,0.0002555656519763744,0.023653088042049936,1.743216913475055,0.00010895988536129992,1.010328751878556
18,frozenset({'375 T/P                       '}),frozenset({'Tetra Pack                    '}),0.013568643041041951,0.02496971073754354,0.0011784416174466152,0.08685036623648414,3.4782287688218636,0.0008396365256108146,1.0677661723894052
19,frozenset({'Tetra Pack                    '}),frozenset({'375 T/P                       '}),0.02496971073754354,0.013568643041041951,0.0011784416174466152,0.047194844579226694,3.4782287688218636,0.0008396365256108146,1.035291792185292
20,frozenset({'AMBIENT                       '}),frozenset({'Bottle                        '}),0.0019262077843404514,0.11653320460396789,0.0002981599273057701,0.15479115479115477,1.3283008505361589,7.36927614634686e-05,1.045264493390073
21,frozenset({'Bottle                        '}),frozenset({'AMBIENT                       '}),0.11653320460396789,0.0019262077843404514,0.0002981599273057701,0.0025585834382487915,1.3283008505361589,7.36927614634686e-05,1.0006339977901542
22,frozenset({'Analgesics                    '}),frozenset({'SM<=500ML                     '}),0.0003502195971528093,0.013289413902771467,0.00028396183552930487,0.8108108108108109,61.01178101178102,0.0002793076223458793,5.215470240799638
23,frozenset({'SM<=500ML                     '}),frozenset({'Analgesics                    '}),0.013289413902771467,0.0003502195971528093,0.00028396183552930487,0.021367521367521368,61.01178101178101,0.0002793076223458793,1.0214761948221234
24,frozenset({'Appolo                        '}),frozenset({'INTERNATIONAL SOURCING JAPAN  '}),0.009706762077843404,0.003213501438739967,0.0002508329547175526,0.025841053144807412,8.041400832526108,0.00021964026081489627,1.023227782056629
25,frozenset({'INTERNATIONAL SOURCING JAPAN  '}),frozenset({'Appolo                        '}),0.003213501438739967,0.009706762077843404,0.0002508329547175526,0.07805596465390278,8.041400832526106,0.00021964026081489627,1.0741359561487929
26,frozenset({'Appolo                        '}),frozenset({'INTERNATIONAL SOURCING KOREA  '}),0.009706762077843404,0.0028254202635165835,0.0002461002574587309,0.025353486104339348,8.97335041859713,0.0002186745751908578,1.0231140885640457
27,frozenset({'INTERNATIONAL SOURCING KOREA  '}),frozenset({'Appolo                        '}),0.0028254202635165835,0.009706762077843404,0.0002461002574587309,0.08710217755443886,8.97335041859713,0.0002186745751908578,1.0847799321826193
28,frozenset({'Appolo                        '}),"frozenset({""King's                        ""})",0.009706762077843404,0.0027449644101166138,0.00022243677116462213,0.022915650901999023,8.348250643084112,0.0001957920547234724,1.0206437514944364
29,"frozenset({""King's                        ""})",frozenset({'Appolo                        '}),0.0027449644101166138,0.009706762077843404,0.00022243677116462213,0.08103448275862069,8.348250643084114,0.0001957920547234724,1.0776174071197953
30,frozenset({'Kowloon Dairy                 '}),frozenset({'Appolo                        '}),0.004619112524610025,0.009706762077843404,0.00040227926699984857,0.08709016393442624,8.972112763865688,0.00035744264071267245,1.0847656568036195
31,frozenset({'Appolo                        '}),frozenset({'Kowloon Dairy                 '}),0.009706762077843404,0.004619112524610025,0.00040227926699984857,0.04144319843978547,8.972112763865688,0.00035744264071267245,1.0384161750824135
32,frozenset({'Appolo                        '}),frozenset({'Nestle                        '}),0.009706762077843404,0.016403528699076176,0.0011169165530819324,0.11506582155046319,7.014699316308907,0.0009576914027629238,1.1114911088915673
33,frozenset({'Nestle                        '}),frozenset({'Appolo                        '}),0.016403528699076176,0.009706762077843404,0.0011169165530819324,0.06809001731102135,7.014699316308906,0.0009576914027629238,1.0626490286805557
34,frozenset({'Appolo                        '}),frozenset({'Potato                        '}),0.009706762077843404,0.01080474784189005,0.0003928138724822051,0.040468064358849344,3.7453964637614674,0.0002879347558698864,1.0309143608619327
35,frozenset({'Potato                        '}),frozenset({'Appolo                        '}),0.01080474784189005,0.009706762077843404,0.0003928138724822051,0.036355672360928605,3.745396463761468,0.0002879347558698864,1.0276543009892198
36,frozenset({'Appolo                        '}),frozenset({'Tetra Pack                    '}),0.009706762077843404,0.02496971073754354,0.00043540814781160077,0.04485616772306192,1.7964232022767421,0.00019303310652969387,1.0208203794166912
37,frozenset({'Tetra Pack                    '}),frozenset({'Appolo                        '}),0.02496971073754354,0.009706762077843404,0.00043540814781160077,0.017437452615617893,1.7964232022767421,0.00019303310652969387,1.007867886434664
38,frozenset({'Bar                           '}),frozenset({'Bottle                        '}),0.007056451612903226,0.11653320460396789,0.0010033318188702105,0.14218645204560698,1.2201368058899635,0.00018102089928575963,1.0299053885343894
39,frozenset({'Bottle                        '}),frozenset({'Bar                           '}),0.11653320460396789,0.007056451612903226,0.0010033318188702105,0.008609836331884823,1.2201368058899635,0.00018102089928575963,1.0015668752585098
40,frozenset({'Misc                          '}),frozenset({'Bar                           '}),0.009541117673784643,0.007056451612903226,0.00029342723004694836,0.030753968253968256,4.35827664399093,0.00022610079484887126,1.024449433750454
41,frozenset({'Bar                           '}),frozenset({'Misc                          '}),0.007056451612903226,0.009541117673784643,0.00029342723004694836,0.04158283031522468,4.35827664399093,0.00022610079484887126,1.0334319059120973
42,frozenset({'Bar                           '}),frozenset({'Potato                        '}),0.007056451612903226,0.01080474784189005,0.00021297137664697864,0.030181086519114688,2.793317064013516,0.00013672819631106096,1.0199793367688395
43,frozenset({'Potato                        '}),frozenset({'Bar                           '}),0.01080474784189005,0.007056451612903226,0.00021297137664697864,0.019710906701708275,2.7933170640135154,0.00013672819631106096,1.0129089012367032
44,frozenset({'Bar                           '}),frozenset({'Tetra Pack                    '}),0.007056451612903226,0.02496971073754354,0.0002697637437528396,0.03822937625754527,1.5310300010830717,9.356618814517349e-05,1.0137867233544788
45,frozenset({'Tetra Pack                    '}),frozenset({'Bar                           '}),0.02496971073754354,0.007056451612903226,0.0002697637437528396,0.010803639120545869,1.5310300010830717,9.356618814517349e-05,1.003788112912497
46,frozenset({'Bottle                        '}),frozenset({'Bite Size                     '}),0.11653320460396789,0.0032892245948811147,0.0005347947902468575,0.004589205214636722,1.3952240360170947,0.0001514909075431732,1.001305974002458
47,frozenset({'Bite Size                     '}),frozenset({'Bottle                        '}),0.0032892245948811147,0.11653320460396789,0.0005347947902468575,0.16258992805755396,1.3952240360170947,0.0001514909075431732,1.054999008247839
48,frozenset({'Buns                          '}),frozenset({'Bottle                        '}),0.003090451310010601,0.11653320460396789,0.0004164773587763138,0.13476263399693722,1.1564312030628618,5.6337163948247827e-05,1.0210687033515202
49,frozenset({'Bottle                        '}),frozenset({'Buns                          '}),0.11653320460396789,0.003090451310010601,0.0004164773587763138,0.0035738943264427567,1.1564312030628618,5.6337163948247827e-05,1.0004851769877159
50,frozenset({'Cakes                         '}),frozenset({'Bottle                        '}),0.009460661820384674,0.11653320460396789,0.0011169165530819324,0.11805902951475737,1.0130934776570757,1.4435313478097789e-05,1.0017300760049166
51,frozenset({'Bottle                        '}),frozenset({'Cakes                         '}),0.11653320460396789,0.009460661820384674,0.0011169165530819324,0.009584534784551029,1.0130934776570757,1.4435313478097789e-05,1.000125071718402
52,frozenset({'Chewy                         '}),frozenset({'Bottle                        '}),0.0028443510525518706,0.11653320460396789,0.00043540814781160077,0.1530782029950083,1.3136015911965753,0.00010394680463906219,1.0431503812043523
53,frozenset({'Bottle                        '}),frozenset({'Chewy                         '}),0.11653320460396789,0.0028443510525518706,0.00043540814781160077,0.003736344068553791,1.3136015911965753,0.00010394680463906219,1.0008953383079784
54,frozenset({'Corn                          '}),frozenset({'Bottle                        '}),0.0017321671967287598,0.11653320460396789,0.00023190216568226563,0.133879781420765,1.1488552286513407,3.0047171337591554e-05,1.0200279088799615
55,frozenset({'Bottle                        '}),frozenset({'Corn                          '}),0.11653320460396789,0.0017321671967287598,0.00023190216568226563,0.0019900093408601713,1.1488552286513407,3.0047171337591554e-05,1.000258356275533
56,frozenset({'DING A MEAL                   '}),frozenset({'Bottle                        '}),0.0023379524458579434,0.11653320460396789,0.0003076253218234136,0.13157894736842105,1.129111207535958,3.517623109590271e-05,1.0173254007590673
57,frozenset({'Bottle                        '}),frozenset({'DING A MEAL                   '}),0.11653320460396789,0.0023379524458579434,0.0003076253218234136,0.0026398083093043087,1.129111207535958,3.517623109590271e-05,1.0003026548141396
58,frozenset({'Dim Sum                       '}),frozenset({'Bottle                        '}),0.0037435635317280024,0.11653320460396789,0.0005300620929880358,0.1415929203539823,1.2150435649236504,9.381263799722382e-05,1.0291932771108416
59,frozenset({'Bottle                        '}),frozenset({'Dim Sum                       '}),0.11653320460396789,0.0037435635317280024,0.0005300620929880358,0.004548592779108964,1.2150435649236506,9.381263799722382e-05,1.00080870772952
60,frozenset({'Bottle                        '}),frozenset({'FAN FAN DIM                   '}),0.11653320460396789,0.0033886112373163716,0.0007288353778585492,0.0062543150712748245,1.8456868118716274,0.00033394965121705565,1.002883739650315
61,frozenset({'FAN FAN DIM                   '}),frozenset({'Bottle                        '}),0.0033886112373163716,0.11653320460396789,0.0007288353778585492,0.21508379888268156,1.8456868118716274,0.00033394965121705565,1.1255555613942332
62,frozenset({'Bottle                        '}),frozenset({'Fish Sausage                  '}),0.11653320460396789,0.0016233151597758594,0.0002602983492351961,0.002233683954026723,1.3760014132653948,7.112823158431306e-05,1.00061173521739
63,frozenset({'Fish Sausage                  '}),frozenset({'Bottle                        '}),0.0016233151597758594,0.11653320460396789,0.0002602983492351961,0.16034985422740525,1.376001413265395,7.112823158431306e-05,1.0521844125723576
